"Reference_Area","Time_Period","Sex","Age_group","Units_of_measurement","Observation_Value"
"MDG_Caucasus and Central Asia","2004","Female","15-24 year olds","Percent","99.8683033085251"
"MDG_Caucasus and Central Asia","2003","All genders","15-24 year olds","Percent","99.8453346082708"
"MDG_Caucasus and Central Asia","2003","Male","15-24 year olds","Percent","99.8222024779718"
"MDG_Caucasus and Central Asia","2003","Female","15-24 year olds","Percent","99.8683033085251"
"MDG_Caucasus and Central Asia","2002","Male","15-24 year olds","Percent","99.8222024779718"
"MDG_Caucasus and Central Asia","2002","All genders","15-24 year olds","Percent","99.8453346082708"
"MDG_Caucasus and Central Asia","2002","Female","15-24 year olds","Percent","99.8683033085251"
"MDG_Caucasus and Central Asia","2001","Female","15-24 year olds","Percent","99.8683033085251"
"MDG_Caucasus and Central Asia","2001","Male","15-24 year olds","Percent","99.8222024779718"
"MDG_Caucasus and Central Asia","2001","All genders","15-24 year olds","Percent","99.8453346082708"
"MDG_Caucasus and Central Asia","2000","Male","15-24 year olds","Percent","99.8222024779718"
"MDG_Caucasus and Central Asia","2000","All genders","15-24 year olds","Percent","99.8453346082708"
"MDG_Caucasus and Central Asia","2000","Female","15-24 year olds","Percent","99.8683033085251"
"MDG_Caucasus and Central Asia","1999","All genders","15-24 year olds","Percent","99.8453346082708"
"MDG_Caucasus and Central Asia","1999","Male","15-24 year olds","Percent","99.8222024779718"
"MDG_Caucasus and Central Asia","1999","Female","15-24 year olds","Percent","99.8683033085251"
"MDG_Caucasus and Central Asia","1998","Female","15-24 year olds","Percent","99.8683033085251"
"MDG_Caucasus and Central Asia","1998","Male","15-24 year olds","Percent","99.8222024779718"
"MDG_Caucasus and Central Asia","1998","All genders","15-24 year olds","Percent","99.8453346082708"
"MDG_Caucasus and Central Asia","1997","All genders","15-24 year olds","Percent","99.8453346082708"
"MDG_Caucasus and Central Asia","1997","Male","15-24 year olds","Percent","99.8222024779718"
"MDG_Caucasus and Central Asia","1997","Female","15-24 year olds","Percent","99.8683033085251"
"MDG_Caucasus and Central Asia","1996","Female","15-24 year olds","Percent","99.8683033085251"
"MDG_Caucasus and Central Asia","1996","Male","15-24 year olds","Percent","99.8222024779718"
"MDG_Caucasus and Central Asia","1996","All genders","15-24 year olds","Percent","99.8453346082708"
"MDG_Caucasus and Central Asia","1995","Male","15-24 year olds","Percent","99.8222024779718"
"MDG_Caucasus and Central Asia","1995","All genders","15-24 year olds","Percent","99.8453346082708"
"MDG_Caucasus and Central Asia","1995","Female","15-24 year olds","Percent","99.8683033085251"
"MDG_Caucasus and Central Asia","1994","Female","15-24 year olds","Percent","99.8086403199617"
"MDG_Caucasus and Central Asia","1994","All genders","15-24 year olds","Percent","99.8043674669752"
"MDG_Caucasus and Central Asia","1994","Male","15-24 year olds","Percent","99.8002655602999"
"MDG_Caucasus and Central Asia","1993","Male","15-24 year olds","Percent","99.8002655602999"
"MDG_Caucasus and Central Asia","1993","All genders","15-24 year olds","Percent","99.8043674669752"
"MDG_Caucasus and Central Asia","1993","Female","15-24 year olds","Percent","99.8086403199617"
"MDG_Caucasus and Central Asia","1992","Male","15-24 year olds","Percent","99.8002655602999"
"MDG_Caucasus and Central Asia","1992","All genders","15-24 year olds","Percent","99.8043674669752"
"MDG_Caucasus and Central Asia","1992","Female","15-24 year olds","Percent","99.8086403199617"
"MDG_Caucasus and Central Asia","1991","Female","15-24 year olds","Percent","99.8086403199617"
"MDG_Caucasus and Central Asia","1991","All genders","15-24 year olds","Percent","99.8043674669752"
"MDG_Caucasus and Central Asia","1991","Male","15-24 year olds","Percent","99.8002655602999"
"MDG_Caucasus and Central Asia","1990","All genders","15-24 year olds","Percent","99.8043674669752"
"MDG_Caucasus and Central Asia","1990","Female","15-24 year olds","Percent","99.8086403199617"
"MDG_Caucasus and Central Asia","1990","Male","15-24 year olds","Percent","99.8002655602999"
"MDG_Caucasus and Central Asia","1989","Male","15-24 year olds","Percent","99.8002655602999"
"MDG_Caucasus and Central Asia","1989","Female","15-24 year olds","Percent","99.8086403199617"
"MDG_Caucasus and Central Asia","1989","All genders","15-24 year olds","Percent","99.8043674669752"
"MDG_Caucasus and Central Asia","1988","Male","15-24 year olds","Percent","99.8002655602999"
"MDG_Caucasus and Central Asia","1988","All genders","15-24 year olds","Percent","99.8043674669752"
"MDG_Caucasus and Central Asia","1988","Female","15-24 year olds","Percent","99.8086403199617"
"MDG_Caucasus and Central Asia","1987","Female","15-24 year olds","Percent","99.8086403199617"
"MDG_Caucasus and Central Asia","1987","Male","15-24 year olds","Percent","99.8002655602999"
"MDG_Caucasus and Central Asia","1987","All genders","15-24 year olds","Percent","99.8043674669752"
"MDG_Caucasus and Central Asia","1986","All genders","15-24 year olds","Percent","99.8043674669752"
"MDG_Caucasus and Central Asia","1986","Female","15-24 year olds","Percent","99.8086403199617"
"MDG_Caucasus and Central Asia","1986","Male","15-24 year olds","Percent","99.8002655602999"
"MDG_Caucasus and Central Asia","1985","Male","15-24 year olds","Percent","99.8002655602999"
"MDG_Caucasus and Central Asia","1985","Female","15-24 year olds","Percent","99.8086403199617"
"MDG_Caucasus and Central Asia","1985","All genders","15-24 year olds","Percent","99.8043674669752"
"MDG_Developed regions","2014","Male","15-24 year olds","Percent","99.6661581878571"
"MDG_Developed regions","2014","Female","15-24 year olds","Percent","99.6469522167517"
"MDG_Developed regions","2014","All genders","15-24 year olds","Percent","99.6564338736849"
"MDG_Developed regions","2012","All genders","15-24 year olds","Percent","99.6564338736849"
"MDG_Developed regions","2012","Female","15-24 year olds","Percent","99.6469522167517"
"MDG_Developed regions","2012","Male","15-24 year olds","Percent","99.6661581878571"
"MDG_Developed regions","2011","Female","15-24 year olds","Percent","99.6469522167517"
"MDG_Developed regions","2011","Male","15-24 year olds","Percent","99.6661581878571"
"MDG_Developed regions","2011","All genders","15-24 year olds","Percent","99.6564338736849"
"MDG_Developed regions","2010","All genders","15-24 year olds","Percent","99.6564338736849"
"MDG_Developed regions","2010","Male","15-24 year olds","Percent","99.6661581878571"
"MDG_Developed regions","2010","Female","15-24 year olds","Percent","99.6469522167517"
"MDG_Developed regions","2009","Female","15-24 year olds","Percent","99.6469522167517"
"MDG_Developed regions","2009","All genders","15-24 year olds","Percent","99.6564338736849"
"MDG_Developed regions","2009","Male","15-24 year olds","Percent","99.6661581878571"
"MDG_Developed regions","2008","All genders","15-24 year olds","Percent","99.6564338736849"
"MDG_Developed regions","2008","Female","15-24 year olds","Percent","99.6469522167517"
"MDG_Developed regions","2008","Male","15-24 year olds","Percent","99.6661581878571"
"MDG_Developed regions","2007","Male","15-24 year olds","Percent","99.6661581878571"
"MDG_Developed regions","2007","All genders","15-24 year olds","Percent","99.6564338736849"
"MDG_Developed regions","2007","Female","15-24 year olds","Percent","99.6469522167517"
"MDG_Developed regions","2006","Female","15-24 year olds","Percent","99.6469522167517"
"MDG_Developed regions","2006","Male","15-24 year olds","Percent","99.6661581878571"
"MDG_Developed regions","2006","All genders","15-24 year olds","Percent","99.6564338736849"
"MDG_Developed regions","2005","All genders","15-24 year olds","Percent","99.6564338736849"
"MDG_Developed regions","2005","Male","15-24 year olds","Percent","99.6661581878571"
"MDG_Developed regions","2005","Female","15-24 year olds","Percent","99.6469522167517"
"MDG_Developing regions","2014","Female","15-24 year olds","Percent","84.989818961378"
"MDG_Developing regions","2014","All genders","15-24 year olds","Percent","87.8859845535942"
"MDG_Developing regions","2014","Male","15-24 year olds","Percent","90.9439814510944"
"MDG_Developing regions","2012","Female","15-24 year olds","Percent","84.989818961378"
"MDG_Developing regions","2012","All genders","15-24 year olds","Percent","87.8859845535942"
"MDG_Developing regions","2012","Male","15-24 year olds","Percent","90.9439814510944"
"MDG_Developing regions","2011","Male","15-24 year olds","Percent","90.9439814510944"
"MDG_Developing regions","2011","All genders","15-24 year olds","Percent","87.8859845535942"
"MDG_Developing regions","2011","Female","15-24 year olds","Percent","84.989818961378"
"MDG_Developing regions","2010","Male","15-24 year olds","Percent","90.9439814510944"
"MDG_Developing regions","2010","Female","15-24 year olds","Percent","84.989818961378"
"MDG_Developing regions","2010","All genders","15-24 year olds","Percent","87.8859845535942"
"MDG_Developing regions","2009","Male","15-24 year olds","Percent","90.9439814510944"
"MDG_Developing regions","2009","Female","15-24 year olds","Percent","84.989818961378"
"MDG_Developing regions","2009","All genders","15-24 year olds","Percent","87.8859845535942"
"MDG_Developing regions","2008","All genders","15-24 year olds","Percent","87.8859845535942"
"MDG_Developing regions","2008","Female","15-24 year olds","Percent","84.989818961378"
"MDG_Developing regions","2008","Male","15-24 year olds","Percent","90.9439814510944"
"MDG_Developing regions","2007","Male","15-24 year olds","Percent","90.9439814510944"
"MDG_Developing regions","2007","All genders","15-24 year olds","Percent","87.8859845535942"
"MDG_Developing regions","2007","Female","15-24 year olds","Percent","84.989818961378"
"MDG_Developing regions","2006","Female","15-24 year olds","Percent","84.989818961378"
"MDG_Developing regions","2006","All genders","15-24 year olds","Percent","87.8859845535942"
"MDG_Developing regions","2006","Male","15-24 year olds","Percent","90.9439814510944"
"MDG_Developing regions","2005","Female","15-24 year olds","Percent","84.989818961378"
"MDG_Developing regions","2005","All genders","15-24 year olds","Percent","87.8859845535942"
"MDG_Developing regions","2005","Male","15-24 year olds","Percent","90.9439814510944"
"MDG_Developing regions","2004","Male","15-24 year olds","Percent","88.8852014543728"
"MDG_Developing regions","2004","All genders","15-24 year olds","Percent","85.1033815831824"
"MDG_Developing regions","2004","Female","15-24 year olds","Percent","81.235304081898"
"MDG_Developing regions","2003","Male","15-24 year olds","Percent","88.8852014543728"
"MDG_Developing regions","2003","Female","15-24 year olds","Percent","81.235304081898"
"MDG_Developing regions","2003","All genders","15-24 year olds","Percent","85.1033815831824"
"MDG_Developing regions","2002","Female","15-24 year olds","Percent","81.235304081898"
"MDG_Developing regions","2002","Male","15-24 year olds","Percent","88.8852014543728"
"MDG_Developing regions","2002","All genders","15-24 year olds","Percent","85.1033815831824"
"MDG_Developing regions","2001","Male","15-24 year olds","Percent","88.8852014543728"
"MDG_Developing regions","2001","Female","15-24 year olds","Percent","81.235304081898"
"MDG_Developing regions","2001","All genders","15-24 year olds","Percent","85.1033815831824"
"MDG_Developing regions","2000","Male","15-24 year olds","Percent","88.8852014543728"
"MDG_Developing regions","2000","Female","15-24 year olds","Percent","81.235304081898"
"MDG_Developing regions","2000","All genders","15-24 year olds","Percent","85.1033815831824"
"MDG_Developing regions","1999","All genders","15-24 year olds","Percent","85.1033815831824"
"MDG_Developing regions","1999","Male","15-24 year olds","Percent","88.8852014543728"
"MDG_Developing regions","1999","Female","15-24 year olds","Percent","81.235304081898"
"MDG_Developing regions","1998","Female","15-24 year olds","Percent","81.235304081898"
"MDG_Developing regions","1998","All genders","15-24 year olds","Percent","85.1033815831824"
"MDG_Developing regions","1998","Male","15-24 year olds","Percent","88.8852014543728"
"MDG_Developing regions","1997","Male","15-24 year olds","Percent","88.8852014543728"
"MDG_Developing regions","1997","All genders","15-24 year olds","Percent","85.1033815831824"
"MDG_Developing regions","1997","Female","15-24 year olds","Percent","81.235304081898"
"MDG_Developing regions","1996","All genders","15-24 year olds","Percent","85.1033815831824"
"MDG_Developing regions","1996","Male","15-24 year olds","Percent","88.8852014543728"
"MDG_Developing regions","1996","Female","15-24 year olds","Percent","81.235304081898"
"MDG_Developing regions","1995","Female","15-24 year olds","Percent","81.235304081898"
"MDG_Developing regions","1995","Male","15-24 year olds","Percent","88.8852014543728"
"MDG_Developing regions","1995","All genders","15-24 year olds","Percent","85.1033815831824"
"MDG_Developing regions","1994","Male","15-24 year olds","Percent","85.4197953551982"
"MDG_Developing regions","1994","Female","15-24 year olds","Percent","74.456044517316"
"MDG_Developing regions","1994","All genders","15-24 year olds","Percent","80.0065696248693"
"MDG_Developing regions","1993","Female","15-24 year olds","Percent","74.456044517316"
"MDG_Developing regions","1993","Male","15-24 year olds","Percent","85.4197953551982"
"MDG_Developing regions","1993","All genders","15-24 year olds","Percent","80.0065696248693"
"MDG_Developing regions","1992","All genders","15-24 year olds","Percent","80.0065696248693"
"MDG_Developing regions","1992","Male","15-24 year olds","Percent","85.4197953551982"
"MDG_Developing regions","1992","Female","15-24 year olds","Percent","74.456044517316"
"MDG_Developing regions","1991","Male","15-24 year olds","Percent","85.4197953551982"
"MDG_Developing regions","1991","Female","15-24 year olds","Percent","74.456044517316"
"MDG_Developing regions","1991","All genders","15-24 year olds","Percent","80.0065696248693"
"MDG_Developing regions","1990","All genders","15-24 year olds","Percent","80.0065696248693"
"MDG_Developing regions","1990","Female","15-24 year olds","Percent","74.456044517316"
"MDG_Developing regions","1990","Male","15-24 year olds","Percent","85.4197953551982"
"MDG_Developing regions","1989","Male","15-24 year olds","Percent","85.4197953551982"
"MDG_Developing regions","1989","Female","15-24 year olds","Percent","74.456044517316"
"MDG_Developing regions","1989","All genders","15-24 year olds","Percent","80.0065696248693"
