"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Hungary","1981","Not applicable","Not applicable","Percent","4.60867"
"Hungary","1980","Not applicable","Not applicable","Percent","4.47448"
"Hungary","1979","Not applicable","Not applicable","Percent","3.85433"
"Hungary","1978","Not applicable","Not applicable","Percent","3.87491"
"Hungary","1977","Not applicable","Not applicable","Percent","3.74815"
"Hungary","1976","Not applicable","Not applicable","Percent","3.67703"
"Hungary","1975","Not applicable","Not applicable","Percent","3.8802"
"Iceland","2011","Not applicable","Not applicable","Percent","7.35996"
"Iceland","2010","Not applicable","Not applicable","Percent","7.59996"
"Iceland","2009","Not applicable","Not applicable","Percent","7.80642"
"Iceland","2008","Not applicable","Not applicable","Percent","7.55542"
"Iceland","2007","Not applicable","Not applicable","Percent","7.36051"
"Iceland","2006","Not applicable","Not applicable","Percent","7.54688"
"Iceland","2005","Not applicable","Not applicable","Percent","7.59376"
"Iceland","2004","Not applicable","Not applicable","Percent","7.47131"
"Iceland","2003","Not applicable","Not applicable","Percent","7.54852"
"Iceland","2002","Not applicable","Not applicable","Percent","7.63586"
"Iceland","2001","Not applicable","Not applicable","Percent","6.96987"
"Iceland","2000","Not applicable","Not applicable","Percent","6.67425"
"Iceland","1999","Not applicable","Not applicable","Percent","6.61023"
"Iceland","1998","Not applicable","Not applicable","Percent","6.95729"
"Iceland","1996","Not applicable","Not applicable","Percent","5.28605"
"Iceland","1995","Not applicable","Not applicable","Percent","4.85251"
"Iceland","1994","Not applicable","Not applicable","Percent","4.82709"
"Iceland","1993","Not applicable","Not applicable","Percent","5.2189"
"Iceland","1990","Not applicable","Not applicable","Percent","4.32267"
"India","2012","Not applicable","Not applicable","Percent","3.79195"
"India","2011","Not applicable","Not applicable","Percent","3.85309"
"India","2010","Not applicable","Not applicable","Percent","3.31959"
"India","2009","Not applicable","Not applicable","Percent","3.21076"
"India","2006","Not applicable","Not applicable","Percent","3.09073"
"India","2005","Not applicable","Not applicable","Percent","3.1338"
"India","2004","Not applicable","Not applicable","Percent","3.29476"
"India","2003","Not applicable","Not applicable","Percent","3.55114"
"India","2000","Not applicable","Not applicable","Percent","4.25026"
"India","1999","Not applicable","Not applicable","Percent","4.33929"
"India","1998","Not applicable","Not applicable","Percent","3.51098"
"India","1997","Not applicable","Not applicable","Percent","2.82791"
"Indonesia","2012","Not applicable","Not applicable","Percent","3.56741"
"Indonesia","2010","Not applicable","Not applicable","Percent","2.9943"
"Indonesia","2009","Not applicable","Not applicable","Percent","3.52513"
"Indonesia","2008","Not applicable","Not applicable","Percent","2.9019"
"Indonesia","2007","Not applicable","Not applicable","Percent","3.04425"
"Indonesia","2005","Not applicable","Not applicable","Percent","2.87282"
"Indonesia","2004","Not applicable","Not applicable","Percent","2.74847"
"Indonesia","2003","Not applicable","Not applicable","Percent","3.218"
"Indonesia","2002","Not applicable","Not applicable","Percent","2.64569"
"Indonesia","2001","Not applicable","Not applicable","Percent","2.46003"
"Indonesia","1997","Not applicable","Not applicable","Percent","1.07208"
"Indonesia","1996","Not applicable","Not applicable","Percent","1.07855"
"Indonesia","1995","Not applicable","Not applicable","Percent","1.00435"
"Indonesia","1994","Not applicable","Not applicable","Percent","0.99855"
"Indonesia","1989","Not applicable","Not applicable","Percent","0.82737"
"Iran, Islamic Republic of","2013","Not applicable","Not applicable","Percent","3.67991"
"Iran, Islamic Republic of","2012","Not applicable","Not applicable","Percent","3.61276"
"Iran, Islamic Republic of","2011","Not applicable","Not applicable","Percent","4.05015"
"Iran, Islamic Republic of","2010","Not applicable","Not applicable","Percent","4.25877"
"Iran, Islamic Republic of","2009","Not applicable","Not applicable","Percent","4.45065"
"Iran, Islamic Republic of","2008","Not applicable","Not applicable","Percent","4.78698"
"Iran, Islamic Republic of","2007","Not applicable","Not applicable","Percent","5.4923"
"Iran, Islamic Republic of","2006","Not applicable","Not applicable","Percent","5.05938"
"Iran, Islamic Republic of","2005","Not applicable","Not applicable","Percent","4.72296"
"Iran, Islamic Republic of","2004","Not applicable","Not applicable","Percent","4.87207"
"Iran, Islamic Republic of","2003","Not applicable","Not applicable","Percent","4.82068"
"Iran, Islamic Republic of","2002","Not applicable","Not applicable","Percent","4.92935"
"Iran, Islamic Republic of","2001","Not applicable","Not applicable","Percent","4.40555"
"Iran, Islamic Republic of","2000","Not applicable","Not applicable","Percent","4.38467"
"Iran, Islamic Republic of","1999","Not applicable","Not applicable","Percent","4.53346"
"Iran, Islamic Republic of","1996","Not applicable","Not applicable","Percent","3.75548"
"Iran, Islamic Republic of","1995","Not applicable","Not applicable","Percent","4.3684"
"Iran, Islamic Republic of","1993","Not applicable","Not applicable","Percent","4.66562"
"Iran, Islamic Republic of","1992","Not applicable","Not applicable","Percent","3.93408"
"Iran, Islamic Republic of","1991","Not applicable","Not applicable","Percent","4.02673"
"Iran, Islamic Republic of","1990","Not applicable","Not applicable","Percent","3.98886"
"Iran, Islamic Republic of","1989","Not applicable","Not applicable","Percent","4.22927"
"Iran, Islamic Republic of","1988","Not applicable","Not applicable","Percent","3.85861"
"Iran, Islamic Republic of","1987","Not applicable","Not applicable","Percent","4.35589"
"Iran, Islamic Republic of","1986","Not applicable","Not applicable","Percent","3.76884"
"Iran, Islamic Republic of","1985","Not applicable","Not applicable","Percent","3.66837"
"Iran, Islamic Republic of","1984","Not applicable","Not applicable","Percent","4.03769"
"Iran, Islamic Republic of","1983","Not applicable","Not applicable","Percent","4.33265"
"Iran, Islamic Republic of","1982","Not applicable","Not applicable","Percent","6.00605"
"Iran, Islamic Republic of","1981","Not applicable","Not applicable","Percent","7.47363"
"Iran, Islamic Republic of","1977","Not applicable","Not applicable","Percent","5.79323"
"Iran, Islamic Republic of","1975","Not applicable","Not applicable","Percent","3.0912"
"Ireland","2011","Not applicable","Not applicable","Percent","6.15468"
"Ireland","2010","Not applicable","Not applicable","Percent","6.40604"
"Ireland","2009","Not applicable","Not applicable","Percent","6.43061"
"Ireland","2008","Not applicable","Not applicable","Percent","5.67127"
"Ireland","2007","Not applicable","Not applicable","Percent","4.89977"
"Ireland","2006","Not applicable","Not applicable","Percent","4.73546"
"Ireland","2005","Not applicable","Not applicable","Percent","4.72454"
"Ireland","2004","Not applicable","Not applicable","Percent","4.66928"
"Ireland","2003","Not applicable","Not applicable","Percent","4.3527"
"Ireland","2002","Not applicable","Not applicable","Percent","4.27071"
"Ireland","2001","Not applicable","Not applicable","Percent","4.24628"
"Ireland","2000","Not applicable","Not applicable","Percent","4.24381"
"Ireland","1999","Not applicable","Not applicable","Percent","4.23119"
"Ireland","1998","Not applicable","Not applicable","Percent","4.38596"
"Ireland","1996","Not applicable","Not applicable","Percent","4.84506"
"Ireland","1995","Not applicable","Not applicable","Percent","4.96072"
"Ireland","1994","Not applicable","Not applicable","Percent","5.28361"
"Ireland","1993","Not applicable","Not applicable","Percent","5.20912"
"Ireland","1992","Not applicable","Not applicable","Percent","5.09718"
"Ireland","1991","Not applicable","Not applicable","Percent","4.87014"
"Ireland","1990","Not applicable","Not applicable","Percent","4.68471"
"Ireland","1989","Not applicable","Not applicable","Percent","4.79922"
"Ireland","1988","Not applicable","Not applicable","Percent","5.1079"
"Ireland","1987","Not applicable","Not applicable","Percent","5.62994"
"Ireland","1986","Not applicable","Not applicable","Percent","5.39817"
"Ireland","1985","Not applicable","Not applicable","Percent","5.34436"
"Ireland","1984","Not applicable","Not applicable","Percent","5.3783"
"Ireland","1983","Not applicable","Not applicable","Percent","5.54616"
"Ireland","1982","Not applicable","Not applicable","Percent","5.4881"
"Ireland","1981","Not applicable","Not applicable","Percent","5.83685"
"Ireland","1980","Not applicable","Not applicable","Percent","5.41956"
"Ireland","1979","Not applicable","Not applicable","Percent","5.38485"
"Ireland","1978","Not applicable","Not applicable","Percent","5.16029"
"Ireland","1977","Not applicable","Not applicable","Percent","5.17833"
"Ireland","1976","Not applicable","Not applicable","Percent","4.37508"
"Israel","2011","Not applicable","Not applicable","Percent","5.63719"
"Israel","2010","Not applicable","Not applicable","Percent","5.59077"
"Israel","2009","Not applicable","Not applicable","Percent","5.53934"
"Israel","2008","Not applicable","Not applicable","Percent","5.61281"
"Israel","2007","Not applicable","Not applicable","Percent","5.62769"
"Israel","2006","Not applicable","Not applicable","Percent","5.87682"
"Israel","2005","Not applicable","Not applicable","Percent","6.12783"
"Israel","2004","Not applicable","Not applicable","Percent","6.36268"
"Israel","2003","Not applicable","Not applicable","Percent","6.79323"
"Israel","2002","Not applicable","Not applicable","Percent","6.93284"
"Israel","2001","Not applicable","Not applicable","Percent","6.78231"
"Israel","2000","Not applicable","Not applicable","Percent","6.48286"
"Israel","1999","Not applicable","Not applicable","Percent","6.78959"
"Israel","1998","Not applicable","Not applicable","Percent","7.02546"
"Israel","1994","Not applicable","Not applicable","Percent","7.44447"
"Israel","1993","Not applicable","Not applicable","Percent","6.86423"
"Israel","1992","Not applicable","Not applicable","Percent","6.41408"
"Israel","1991","Not applicable","Not applicable","Percent","6.20592"
"Israel","1990","Not applicable","Not applicable","Percent","6.09651"
"Israel","1989","Not applicable","Not applicable","Percent","6.38579"
"Israel","1988","Not applicable","Not applicable","Percent","5.14669"
"Israel","1987","Not applicable","Not applicable","Percent","6.34066"
"Israel","1986","Not applicable","Not applicable","Percent","6.98738"
"Israel","1985","Not applicable","Not applicable","Percent","8.97797"
"Israel","1984","Not applicable","Not applicable","Percent","7.93089"
"Israel","1983","Not applicable","Not applicable","Percent","7.95397"
"Israel","1982","Not applicable","Not applicable","Percent","7.32836"
"Israel","1981","Not applicable","Not applicable","Percent","7.8307"
"Israel","1980","Not applicable","Not applicable","Percent","8.64014"
"Israel","1979","Not applicable","Not applicable","Percent","8.0817"
"Israel","1978","Not applicable","Not applicable","Percent","7.99027"
"Israel","1977","Not applicable","Not applicable","Percent","7.17139"
"Israel","1976","Not applicable","Not applicable","Percent","7.00533"
"Israel","1975","Not applicable","Not applicable","Percent","7.05157"
"Italy","2011","Not applicable","Not applicable","Percent","4.29493"
"Italy","2010","Not applicable","Not applicable","Percent","4.49999"
"Italy","2009","Not applicable","Not applicable","Percent","4.69506"
"Italy","2008","Not applicable","Not applicable","Percent","4.56222"
"Italy","2007","Not applicable","Not applicable","Percent","4.2652"
"Italy","2006","Not applicable","Not applicable","Percent","4.70627"
